UID,time,amount,price,freight,discount,Shipping discount
781,2017/11/23 21:38,9,63.7125,0,0,0
281,2017/7/11 1:42,4,59.9625,0,0,0
942,2017/4/21 18:04,8,48.7125,0,0,0
685,2017/1/20 4:30,6,52.4625,0,0,0
704,2017/1/6 1:16,6,22.4625,0,0,0
375,2017/12/2 18:29,9,41.2125,0,0,0
457,2017/11/29 14:41,9,44.9625,3.99,0,0
619,2017/10/13 3:31,9,48.7125,0,0,0
394,2017/2/19 17:11,5,22.4625,0,-1,0
79,2017/3/27 21:21,6,52.4625,0,0,0
188,2017/9/27 0:57,4,67.4625,0,0,0
172,2017/3/29 13:02,2,63.7125,0,0,0
673,2017/5/30 18:41,8,48.7125,0,0,0
713,2017/2/2 6:46,2,33.7125,0,0,0
783,2017/6/8 13:45,7,41.2125,9.98,0,0
202,2017/2/3 23:09,7,48.7125,0,0,0
760,2017/6/28 21:52,7,29.9625,0,0,0
947,2017/6/3 15:59,5,63.7125,8.41,0,-8.41
515,2017/9/15 18:18,7,26.2125,0,0,0
825,2017/2/11 0:37,8,41.0625,0,0,0
929,2017/9/3 19:00,9,44.9625,0,0,0
680,2017/2/26 15:46,6,29.9625,0,0,0
798,2017/4/29 18:25,6,78.7125,0,0,0
808,2017/9/1 7:17,8,37.425,2.92,0,-2.92
179,2017/4/19 22:35,7,33.7125,0,0,0
125,2017/1/31 20:19,9,52.4625,1.49,-0.77,-1.5
641,2017/10/28 19:53,3,26.2125,0,0,0
485,2017/5/14 1:16,6,22.4625,0,0,0
25,2017/8/22 17:29,6,41.2125,0,0,0
331,2017/9/26 11:40,4,41.0625,9.98,0,0
458,2017/12/3 20:23,3,41.2125,0,0,0
631,2017/1/6 1:54,8,48.7125,4.31,0,0
101,2017/1/5 1:20,9,48.7125,8.33,0,0
724,2017/8/22 5:27,3,44.9625,0,0,0
360,2017/7/21 16:32,5,37.4625,0,0,0
97,2017/4/4 9:02,8,41.2125,0,0,0
481,2017/11/5 14:14,10,37.4625,0,0,0
686,2017/6/16 17:03,3,26.2125,0,0,0
126,2017/9/10 16:39,6,63.7125,0,0,0
283,2017/12/12 1:19,10,74.9625,0,0,0
18,2017/12/5 18:52,9,67.4625,0,0,0
507,2017/1/24 17:30,1,97.4625,0,0,0
763,2017/2/5 3:56,7,37.4625,0,0,0
82,2017/10/4 0:08,7,26.2125,8,0,0
5,2017/4/3 19:24,2,44.9625,0,0,0
960,2017/11/29 17:39,2,33.7125,2.69,0,-2.69
672,2017/5/1 13:18,4,59.8125,0,0,0
78,2017/7/13 21:27,7,37.4625,0,0,0
20,2017/10/2 0:44,7,67.4625,1.2,0,-1.2
794,2017/8/27 17:43,8,29.9625,10.4,-1,0
679,2017/7/26 23:58,7,37.4625,0,0,0
533,2017/11/28 5:09,3,29.9625,0,0,0
734,2017/11/24 4:01,7,11.2125,0,0,0
813,2017/6/21 21:49,9,41.2125,0,0,0
903,2017/1/4 0:28,9,59.8125,0,0,0
505,2017/8/28 17:04,8,37.4625,0,0,0
943,2017/10/14 19:56,2,29.8125,0,0,0
150,2017/4/14 11:19,6,59.8125,0,0,0
58,2017/1/10 23:40,2,59.9625,0,0,0
890,2017/7/10 1:09,4,37.4625,0,0,0
173,2017/11/18 23:55,2,74.9625,3.99,0,0
811,2017/11/24 10:47,9,22.4625,0,0,0
466,2017/5/5 23:38,3,24.7125,0,0,0
922,2017/12/10 18:24,6,41.2125,0,-0.85,0
141,2017/7/11 1:35,3,29.9625,0,0,0
969,2017/4/10 21:30,5,44.9625,0,0,0
44,2017/10/31 3:41,2,29.9625,0,0,0
522,2017/10/19 16:57,6,44.9625,0,-0.72,0
563,2017/2/5 19:37,5,37.4625,0,0,0
803,2017/4/23 14:40,9,44.9625,0,0,0
800,2017/4/7 21:24,4,22.4625,0,0,0
945,2017/5/23 19:29,5,26.2125,3.03,0,0
923,2017/5/28 19:29,4,37.4625,2.67,0,-2.67
548,2017/6/15 7:15,6,29.9625,5.3,-1.14,0
129,2017/3/29 21:29,1,26.2125,0,0,0
83,2017/9/2 6:46,8,37.4625,0,0,0
113,2017/12/14 18:07,8,47.2125,0,0,0
356,2017/6/12 22:39,3,56.2125,0,0,0
337,2017/12/4 15:52,10,44.025,0,0,0
209,2017/11/25 4:27,5,59.9625,0,0,0
961,2017/11/2 1:17,7,71.2125,0,0,0
237,2017/9/1 19:04,1,71.2125,0,0,0
828,2017/1/27 22:07,3,26.0625,3.68,0,-3.68
381,2017/11/23 18:11,2,39.7125,3.94,0,-3.94
233,2017/2/10 1:16,8,37.4625,0,0,0
212,2017/9/10 2:07,5,52.4625,0,0,0
234,2017/7/12 2:29,5,44.9625,0,0,0
95,2017/2/14 1:10,7,19.8375,0,0,0
793,2017/5/18 2:36,6,48.7125,0,0,0
836,2017/2/2 15:28,5,59.9625,0,0,0
616,2017/8/29 14:19,9,37.4625,0,0,0
306,2017/2/26 17:57,9,22.4625,0,0,0
225,2017/4/5 1:08,6,37.4625,8.25,0,0
196,2017/11/27 7:53,7,37.4625,0,0,0
241,2017/7/11 13:48,2,52.4625,0,0,0
470,2017/11/27 23:20,2,48.7125,0,0,0
921,2017/6/19 1:12,4,41.0625,0,0,0
430,2017/7/6 21:16,1,26.9625,0,0,0
782,2017/4/27 2:17,8,24.7125,0,0,0
297,2017/12/6 14:30,3,29.9625,0,0,0
391,2017/1/20 19:45,6,33.7125,0,0,0
185,2017/5/19 16:12,7,26.0625,4.63,0,-4.63
100,2017/7/3 3:29,9,56.2125,6.98,0,0
648,2017/10/18 12:31,4,48.7125,0,0,0
482,2017/12/3 23:12,2,44.9625,4.98,0,-4.98
549,2017/9/20 14:28,7,52.4625,0,0,0
915,2017/6/30 1:34,4,56.0625,0,0,0
174,2017/12/2 17:16,4,29.9625,0,0,0
370,2017/8/5 16:22,9,37.4625,0,0,0
312,2017/2/6 21:59,6,56.2125,0,0,0
187,2017/7/14 20:14,4,29.9625,0,0,0
127,2017/11/27 16:40,2,67.4625,0,0,0
893,2017/6/15 23:36,4,22.4625,3.99,-0.93,0
323,2017/11/7 23:08,6,41.2125,0,0,0
118,2017/4/25 13:29,4,29.9625,0,0,0
898,2017/1/29 23:55,6,48.5625,0,0,0
757,2017/1/11 8:24,2,33.7125,0,0,0
77,2017/4/17 17:33,8,29.9625,0,0,0
801,2017/12/12 20:26,1,22.0875,0.35,0,0
66,2017/11/24 21:45,3,41.0625,0,0,0
632,2017/4/6 0:38,7,26.2125,0,0,0
451,2017/11/24 13:28,9,44.9625,0,0,0
906,2017/9/22 5:10,7,44.9625,0,0,0
512,2017/9/23 2:24,8,28.4625,0,0,0
73,2017/4/14 19:58,9,44.9625,6.39,0,0
958,2017/8/25 21:57,9,29.9625,0,0,0
963,2017/6/14 15:12,3,37.4625,0,0,0
166,2017/6/24 19:55,6,52.4625,0,0,0
737,2017/2/13 22:31,5,52.4625,0,0,0
569,2017/7/23 13:22,4,28.4625,5.36,-0.18,-5.36
775,2017/4/21 1:22,7,44.9625,0,0,0
596,2017/1/28 2:42,8,48.5625,0,0,0
11,2017/12/1 16:13,5,41.2125,0,0,0
376,2017/1/13 23:18,9,59.9625,0,0,0
392,2017/6/25 5:23,4,37.425,0,0,0
967,2017/4/23 13:57,7,26.2125,2.65,0,-2.65
624,2017/2/13 20:31,3,26.2125,0,0,0
867,2017/1/5 17:45,8,63.7125,0,0,0
199,2017/3/4 1:21,9,52.4625,2,0,-2
144,2017/4/5 20:07,4,48.7125,0,0,0
383,2017/8/10 23:38,9,33.7125,0,0,0
4,2017/12/1 17:59,7,63.5625,0,0,0
776,2017/6/3 15:15,10,37.4625,0,0,0
1000,2017/7/20 21:28,3,33.7125,0,0,0
591,2017/12/10 21:01,9,33.7125,0,0,0
195,2017/8/6 2:53,2,52.4625,0,0,0
343,2017/10/30 1:25,2,33.5625,0,0,0
85,2017/2/17 20:06,6,59.9625,0,0,0
479,2017/4/22 9:05,9,23.5875,1.28,0,-1.28
284,2017/9/26 0:26,2,29.9625,0,0,0
863,2017/2/18 14:20,6,29.9625,0,0,0
681,2017/1/7 3:51,9,33.7125,0,0,0
606,2017/8/20 22:32,2,48.7125,0,0,0
824,2017/1/26 18:13,8,116.2125,0,0,0
182,2017/3/31 15:42,1,37.4625,5.99,0,0
540,2017/11/24 6:37,3,67.4625,2.99,0,0
250,2017/5/16 20:23,9,22.4625,0,0,0
273,2017/1/11 2:36,10,59.9625,3.99,-0.94,-3.99
143,2017/12/10 21:54,5,41.0625,0,0,0
862,2017/11/16 15:03,6,56.2125,0,0,0
577,2017/10/13 20:38,3,44.925,0,0,0
76,2017/2/17 3:24,10,59.8125,0,0,0
617,2017/1/7 4:14,1,44.9625,0,0,0
351,2017/6/4 3:42,2,26.2125,0,0,0
628,2017/3/10 22:16,3,33.5625,0,0,0
92,2017/1/21 5:35,3,59.8125,0,0,0
848,2017/1/5 17:34,5,22.4625,0,0,0
772,2017/7/20 19:14,5,41.2125,0,0,0
568,2017/1/4 13:25,9,48.7125,0,0,0
506,2017/10/26 23:05,6,22.4625,0,0,0
61,2017/11/20 22:47,7,59.9625,0,0,0
210,2017/7/28 6:10,3,37.3125,0,0,0
197,2017/6/6 5:22,6,48.7125,0,0,0
132,2017/2/8 22:46,5,74.8125,0,0,0
694,2017/9/30 14:10,2,37.3125,2.44,0,0
911,2017/12/8 9:08,3,116.2125,0,0,0
741,2017/6/12 12:22,3,52.4625,0,0,0
663,2017/5/15 1:31,6,41.2125,0,0,0
720,2017/1/11 17:33,7,63.7125,0,0,0
844,2017/1/20 23:23,7,41.2125,3.32,0,0
827,2017/12/8 14:07,4,37.4625,0,0,0
371,2017/10/22 21:26,9,44.9625,0,0,0
664,2017/2/15 20:33,2,37.4625,0,0,0
764,2017/6/10 7:26,6,48.7125,2.25,-0.5,0
72,2017/4/1 16:58,9,56.0625,0,0,0
659,2017/12/2 2:12,4,74.9625,0,0,0
580,2017/6/13 19:24,3,56.2125,0,0,0
790,2017/7/17 12:20,10,59.9625,0,0,0
59,2017/7/11 12:59,8,59.9625,0,0,0
201,2017/12/7 18:35,6,29.9625,0,0,0
715,2017/12/5 19:43,3,44.9625,0,0,0
362,2017/5/17 1:50,5,33.7125,0,0,0
797,2017/4/28 1:14,3,67.4625,0,0,0
154,2017/4/26 3:03,8,52.3125,0,0,0
460,2017/3/13 6:31,5,41.2125,0,0,0
820,2017/1/6 6:57,4,37.425,0,0,0
996,2017/2/22 15:05,8,86.2125,0,0,0
605,2017/9/6 3:38,2,22.4625,4.56,0,0
986,2017/9/10 22:21,9,119.9625,0,0,0
99,2017/4/24 3:24,8,63.7125,0,0,0
745,2017/1/5 1:48,7,67.4625,0,0,0
411,2017/7/22 18:05,6,86.2125,0,0,0
860,2017/6/8 0:11,3,74.9625,0,0,0
660,2017/8/28 0:46,4,37.4625,0,0,0
266,2017/12/14 2:58,3,67.4625,0,0,0
151,2017/4/2 5:11,4,29.9625,0,0,0
305,2017/4/3 19:46,8,22.4625,0,0,0
426,2017/12/2 15:14,1,26.2125,0,0,0
888,2017/2/11 18:42,3,33.7125,0,0,0
925,2017/1/18 14:24,7,59.9625,0,0,0
443,2017/10/25 12:38,7,48.7125,0,0,0
726,2017/5/23 0:35,7,101.2125,0,0,0
63,2017/10/6 4:45,7,26.2125,8.99,0,0
50,2017/5/16 21:50,7,26.2125,0,0,0
155,2017/4/9 15:31,6,97.4625,2.3,0,0
682,2017/10/13 23:58,7,29.9625,0,0,0
766,2017/1/9 16:04,6,26.2125,0,0,0
647,2017/1/4 3:40,3,63.7125,0,0,0
839,2017/2/3 15:12,6,52.3125,0,0,0
669,2017/3/30 10:27,7,56.2125,0,0,0
293,2017/12/3 1:05,3,56.2125,0,0,0
690,2017/11/6 14:59,4,71.2125,0,0,0
834,2017/3/27 4:10,2,67.3125,8.49,0,0
924,2017/2/13 22:37,8,29.9625,3.99,0,0
345,2017/6/18 11:25,2,33.7125,0,0,0
198,2017/12/10 18:53,3,41.2125,0,0,0
302,2017/6/10 13:22,8,48.7125,0,0,0
218,2017/12/11 3:06,8,41.2125,0,0,0
957,2017/4/17 20:57,3,59.9625,3.99,0,0
514,2017/3/1 21:44,10,82.4625,0,0,0
564,2017/9/13 2:25,5,24.7125,0,0,0
282,2017/12/5 20:24,2,29.9625,0,0,0
322,2017/5/14 12:29,4,29.9625,0,0,0
110,2017/6/2 2:13,1,33.7125,0,0,0
861,2017/2/6 19:26,4,29.9625,0,0,0
71,2017/4/2 0:41,10,44.9625,0,-1.04,0
119,2017/6/29 21:29,3,22.4625,0,-0.86,0
254,2017/2/14 23:00,7,59.8125,0,0,0
390,2017/9/21 1:38,2,44.9625,0,0,0
148,2017/12/6 22:31,4,29.9625,1.17,0,-1.17
875,2017/8/10 11:23,7,37.4625,0,0,0
976,2017/11/29 1:11,9,56.2125,0,0,0
421,2017/5/14 2:52,7,44.9625,0,0,0
393,2017/8/18 13:10,3,37.4625,0,0,0
184,2017/4/21 1:19,9,26.2125,2.31,0,-2.31
708,2017/9/3 14:38,9,33.7125,0,0,0
902,2017/4/23 23:54,3,33.7125,3.99,0,0
528,2017/12/10 7:36,3,37.4625,0,0,0
291,2017/1/19 3:36,1,48.7125,0,0,0
899,2017/8/24 23:12,2,37.3125,0,0,0
415,2017/6/21 14:09,6,37.4625,0,0,0
280,2017/8/23 11:11,2,35.9625,0,0,0
446,2017/7/19 3:31,9,71.2125,3,0,-3
555,2017/11/19 15:41,4,37.3125,0,0,0
676,2017/10/10 13:22,30,168.5625,0,0,0
979,2017/1/6 13:25,6,63.7125,0,0,0
344,2017/12/2 5:37,8,29.9625,0,0,0
527,2017/9/9 0:42,1,44.9625,0,0,0
395,2017/12/11 1:32,6,41.2125,0,0,0
348,2017/8/28 4:26,5,41.2125,0,0,0
982,2017/5/5 20:06,5,22.4625,3.2,0,0
15,2017/9/19 0:25,7,63.7125,1.99,0,-1.99
627,2017/2/9 13:23,6,86.2125,0,0,0
219,2017/1/22 15:23,3,33.7125,1.4,0,-1.4
523,2017/1/4 14:43,5,67.4625,0,0,0
645,2017/7/16 16:19,6,59.9625,0,0,0
191,2017/1/5 23:28,6,52.4625,0,0,0
601,2017/7/11 17:53,10,67.4625,0,0,0
205,2017/9/7 2:24,9,37.3125,3.99,0,0
552,2017/5/8 1:01,4,101.2125,0,0,0
194,2017/12/1 20:49,4,59.9625,0,0,0
30,2017/1/15 19:08,1,29.9625,8.11,0,0
452,2017/1/4 21:14,10,29.9625,0,0,0
739,2017/2/10 4:11,10,194.9625,3.79,0,-3.79
805,2017/4/13 17:02,5,82.4625,0,0,0
214,2017/12/11 4:38,2,48.7125,0,0,0
136,2017/10/16 20:14,8,33.7125,0,0,0
147,2017/1/5 17:07,8,44.925,5.12,0,0
727,2017/10/2 13:12,3,48.5625,0,0,0
823,2017/12/9 5:28,6,41.0625,0,0,0
347,2017/9/15 15:20,4,48.7125,0,0,0
486,2017/10/4 21:25,2,28.4625,0,0,0
938,2017/6/9 18:43,4,26.2125,2.32,0,-2.32
361,2017/11/24 15:20,2,56.2125,0,0,0
665,2017/11/27 14:04,6,18.6375,0,0,0
424,2017/6/21 23:44,7,44.9625,0,0,0
709,2017/11/13 22:27,8,28.4625,0,0,0
314,2017/8/6 14:46,7,93.7125,0,0,0
843,2017/1/18 0:05,5,56.2125,4.31,0,0
747,2017/1/20 4:28,2,56.2125,0,-1.29,0
22,2017/5/29 17:00,6,33.7125,0,0,0
707,2017/9/5 22:17,3,59.9625,0,0,0
859,2017/4/10 4:34,10,33.7125,0,0,0
597,2017/10/12 5:48,8,63.7125,0,0,0
311,2017/1/9 21:05,2,37.425,0,0,0
639,2017/4/10 22:58,9,59.8125,0,0,0
956,2017/1/19 4:52,2,63.7125,0,0,0
710,2017/7/22 17:48,10,37.4625,0,0,0
687,2017/4/28 0:13,7,48.7125,0,0,0
374,2017/8/20 1:07,5,37.4625,0,0,0
777,2017/10/2 1:39,7,26.0625,0,0,0
697,2017/12/16 19:29,3,33.7125,0,0,0
439,2017/11/27 22:31,4,22.4625,0,0,0
904,2017/11/25 14:05,9,74.9625,0,0,0
857,2017/11/21 8:30,9,33.7125,0,0,0
444,2017/11/5 19:08,2,44.9625,0,0,0
714,2017/7/10 17:51,8,56.2125,0,0,0
120,2017/11/6 16:47,6,37.4625,0,0,0
765,2017/4/17 11:52,10,37.4625,0,0,0
885,2017/8/18 6:21,2,26.2125,0,0,0
874,2017/5/6 22:56,1,52.4625,0,0,0
910,2017/8/3 16:00,4,48.5625,0,0,0
629,2017/5/5 14:30,6,26.2125,0.78,0,-0.78
247,2017/12/7 18:28,5,26.2125,0,0,0
562,2017/8/12 20:31,3,22.4625,0.47,0,0
52,2017/11/27 10:42,6,33.7125,0,0,0
567,2017/2/8 2:26,6,52.4625,2.44,0,-2.44
496,2017/10/13 17:29,4,29.9625,0,0,0
754,2017/4/13 15:03,5,26.175,0,0,0
655,2017/5/13 21:52,9,149.9625,0,0,0
658,2017/7/11 17:51,2,59.8125,0,0,0
630,2017/11/28 11:44,4,29.9625,0,0,0
434,2017/10/25 7:11,2,48.7125,3.99,0,0
418,2017/7/14 12:34,9,59.9625,0,0,0
779,2017/2/27 2:58,8,82.4625,0,0,0
231,2017/1/16 22:56,6,63.7125,0,0,0
740,2017/5/19 17:56,6,22.4625,0,0,0
610,2017/2/19 1:25,7,63.7125,0,0,0
372,2017/5/6 13:10,4,26.2125,0,0,0
542,2017/11/24 7:05,1,44.8125,4.26,0,-4.26
35,2017/8/2 19:46,18,209.925,0,0,0
620,2017/10/21 12:10,5,37.4625,0,0,0
559,2017/12/4 0:25,6,33.7125,0,0,0
980,2017/12/6 13:16,9,78.6375,0,0,0
557,2017/7/6 3:29,6,37.4625,0,0,0
832,2017/6/8 21:07,5,29.9625,0,0,0
134,2017/1/22 22:53,5,29.9625,1.35,0,0
474,2017/5/8 17:58,7,44.9625,3.07,0,0
919,2017/12/7 0:27,8,33.7125,0,0,0
723,2017/10/14 20:33,8,22.3125,0,0,0
224,2017/3/11 2:36,5,86.2125,0,0,0
307,2017/1/3 14:28,4,37.4625,0,0,0
678,2017/4/27 13:23,8,67.4625,0,0,0
221,2017/12/4 1:20,3,41.2125,0,0,0
87,2017/2/5 1:16,6,52.4625,4.86,0,0
572,2017/10/27 10:51,9,59.9625,0,0,0
738,2017/3/30 2:12,7,63.5625,0,0,0
913,2017/1/14 14:39,8,29.9625,0,-1,0
547,2017/10/26 2:29,6,29.9625,0,0,0
975,2017/4/17 2:11,8,44.9625,0,0,0
459,2017/5/19 17:45,8,37.425,0,0,0
865,2017/7/11 16:05,6,22.4625,0,0,0
278,2017/3/16 3:27,8,52.4625,7.82,0,0
948,2017/2/13 1:56,1,63.7125,0,0,0
499,2017/3/15 23:45,6,24.3375,0,0,0
864,2017/1/21 19:10,8,58.4625,0,0,0
573,2017/1/4 10:40,5,26.2125,0,0,0
416,2017/8/21 3:08,4,33.7125,1.81,0,0
222,2017/4/24 17:39,7,37.425,0,0,0
952,2017/6/8 5:37,6,44.9625,0,0,0
488,2017/1/15 1:07,5,37.4625,0,0,0
216,2017/2/17 12:56,5,29.9625,0,0,0
27,2017/5/5 3:43,10,41.2125,0,0,0
666,2017/6/27 1:47,9,37.4625,0,0,0
263,2017/7/17 0:57,9,63.7125,0,0,0
565,2017/12/5 15:18,7,67.4625,0,0,0
733,2017/1/9 5:58,3,33.5625,0,0,0
178,2017/3/24 6:40,10,22.4625,0,0,0
153,2017/2/22 20:41,9,22.4625,0,0,0
315,2017/6/14 19:15,6,22.4625,0,0,0
298,2017/10/2 5:52,4,89.9625,0,0,0
593,2017/11/11 3:05,5,67.4625,0,0,0
508,2017/7/26 1:13,7,63.7125,0,0,0
382,2017/7/12 1:53,6,63.7125,0,0,0
553,2017/2/9 3:20,7,86.2125,0,0,0
105,2017/1/1 21:09,9,29.9625,0,0,0
402,2017/6/18 20:27,5,74.9625,3.99,0,0
379,2017/8/10 0:21,4,86.0625,0,0,0
84,2017/5/7 10:15,1,41.175,0,0,0
554,2017/11/26 19:20,8,33.7125,0,0,0
758,2017/2/25 5:00,4,48.7125,2.84,0,0
484,2017/3/9 2:54,9,37.4625,6.03,0,0
974,2017/4/17 22:07,4,37.4625,0,0,0
907,2017/11/25 22:28,7,41.2125,0,0,0
43,2017/8/19 19:44,7,52.4625,0,0,0
774,2017/2/9 18:19,9,29.9625,0,0,0
991,2017/9/21 0:30,8,26.2125,0,0,0
355,2017/2/11 16:39,3,93.7125,3.11,0,-3.11
587,2017/6/19 13:59,5,22.4625,0,0,0
644,2017/2/21 22:27,7,33.5625,0,0,0
646,2017/4/5 1:04,8,37.4625,0,-0.96,0
886,2017/12/6 13:00,5,44.9625,0,0,0
830,2017/12/10 18:01,5,41.2125,0,0,0
160,2017/4/26 0:32,7,93.7125,0,0,0
341,2017/6/17 20:11,1,22.4625,0,0,0
838,2017/8/7 17:59,6,74.925,0,0,0
64,2017/9/20 13:19,7,52.4625,0,0,0
387,2017/10/26 8:25,6,37.4625,3.99,0,0
334,2017/4/18 13:57,6,29.9625,0,0,0
855,2017/7/25 12:57,7,97.4625,0,0,0
638,2017/8/15 13:31,6,33.7125,0,0,0
759,2017/6/27 14:12,5,86.2125,0,0,0
447,2017/1/15 5:46,6,59.8125,0,0,0
226,2017/10/27 10:16,9,29.9625,0.74,0,-0.74
623,2017/11/5 19:28,9,67.4625,0,0,0
242,2017/10/17 18:22,3,26.2125,0,0,0
773,2017/9/27 13:50,5,26.2125,0,0,0
792,2017/3/2 6:55,5,18.7125,3.25,0,-3.25
287,2017/12/9 22:37,3,24.7125,0,-0.15,0
946,2017/5/15 22:52,5,56.2125,0,0,0
643,2017/2/12 21:45,10,47.2125,4.42,0,-4.42
42,2017/5/17 22:25,3,26.175,0,0,0
711,2017/5/8 13:13,10,127.425,0,0,0
841,2017/5/13 21:40,10,71.2125,0,0,0
971,2017/12/4 4:14,6,37.4625,0,0,0
335,2017/3/22 0:31,1,71.2125,0,0,0
217,2017/7/22 22:10,4,29.9625,0,0,0
130,2017/12/8 19:44,1,67.4625,0,0,0
510,2017/6/11 13:48,8,56.2125,0,0,0
274,2017/6/22 20:51,9,22.4625,0,0,0
977,2017/10/19 12:36,16,44.925,0,0,0
721,2017/2/1 22:26,9,29.9625,0,0,0
220,2017/9/10 19:37,5,44.9625,0,-2.4,0
441,2017/2/6 15:35,6,52.4625,0,-0.32,0
607,2017/12/2 5:11,5,37.4625,8.25,0,0
692,2017/9/22 18:28,9,59.9625,0,0,0
117,2017/12/5 22:37,5,37.4625,0,0,0
941,2017/1/9 10:54,7,59.8125,0,0,0
635,2017/6/18 19:41,7,35.9625,0,0,0
365,2017/1/5 3:41,4,48.7125,0,0,0
984,2017/8/3 22:19,7,22.4625,2.06,0,-2.06
313,2017/1/2 17:13,4,48.7125,0,0,0
914,2017/12/5 20:51,5,26.2125,0,0,0
46,2017/11/8 6:23,4,59.9625,0,0,0
65,2017/3/3 22:30,7,44.9625,0,0,0
316,2017/7/17 5:06,7,26.2125,0,0,0
926,2017/11/18 3:29,5,41.2125,0,0,0
12,2017/1/8 13:09,3,22.4625,0,0,0
598,2017/11/28 17:25,9,52.4625,0,0,0
32,2017/11/25 18:12,10,44.8125,0,0,0
493,2017/1/22 14:20,6,59.9625,0,0,0
502,2017/1/4 9:25,1,48.7125,2.9,0,-2.9
543,2017/5/9 0:02,6,41.2125,0,0,0
54,2017/7/13 23:29,4,86.2125,0,0,0
436,2017/5/28 3:28,7,37.4625,0,0,0
896,2017/11/11 17:59,10,67.4625,0,0,0
560,2017/7/12 21:09,7,26.2125,0,0,0
260,2017/6/2 15:17,5,33.7125,3.04,0,0
767,2017/11/4 16:02,8,52.4625,3.99,0,0
728,2017/7/12 3:40,8,71.2125,0,0,0
442,2017/3/12 4:05,4,33.7125,0,0,0
853,2017/1/5 18:30,5,101.2125,0,0,0
654,2017/3/5 0:22,2,37.4625,1.29,0,-1.29
722,2017/8/26 1:56,6,41.2125,0,0,0
633,2017/12/11 5:09,6,29.9625,0,0,0
912,2017/1/17 2:19,5,52.3125,0,0,0
353,2017/3/19 3:14,9,44.9625,0,0,0
308,2017/3/14 13:00,5,63.7125,0,0,0
887,2017/2/19 2:32,1,56.0625,0,0,0
103,2017/9/22 0:13,3,213.7125,10.99,0,0
336,2017/4/3 0:20,8,29.9625,1.13,-1,-1.13
595,2017/11/28 2:32,6,41.0625,0,0,0
407,2017/10/9 1:58,4,63.5625,3.39,0,-3.39
674,2017/1/2 23:34,8,48.7125,0,0,0
636,2017/11/8 15:51,5,33.7125,0,0,0
131,2017/3/22 1:50,10,48.7125,0,0,0
60,2017/3/29 4:41,8,202.425,0,0,0
901,2017/6/17 12:39,6,59.925,0,-2.4,0
668,2017/6/7 12:01,6,22.4625,0,0,0
235,2017/9/23 3:05,8,44.9625,3.54,0,-3.54
363,2017/8/5 23:41,3,116.2125,0,0,0
621,2017/11/25 4:35,8,86.2125,0,0,0
181,2017/3/31 14:01,7,56.0625,0,0,0
622,2017/10/18 2:07,3,37.4625,0,0,0
419,2017/5/2 21:05,5,29.9625,0,0,0
520,2017/9/18 17:41,6,104.9625,0,0,0
14,2017/11/27 23:34,2,74.9625,0,0,0
423,2017/5/17 0:13,3,33.7125,0,0,0
318,2017/12/1 0:23,7,63.7125,0,0,0
215,2017/10/13 20:26,5,22.4625,0,0,0
269,2017/8/2 18:48,18,59.625,0,0,0
89,2017/7/21 0:18,2,59.9625,0,0,0
500,2017/7/16 20:08,2,44.9625,0,0,0
60,2017/9/10 13:42,7,33.7125,0,0,0
17,2017/6/25 18:04,7,52.3125,0,0,0
461,2017/6/7 6:36,4,33.7125,1.49,0,-1.49
202,2017/7/29 2:01,2,52.425,0,0,0
19,2017/10/20 6:41,4,56.2125,6.98,0,0
258,2017/11/14 20:41,4,37.3125,0,0,0
363,2017/8/29 21:33,4,56.2125,0.48,0,-0.48
165,2017/9/21 7:23,10,67.4625,0,0,0
432,2017/11/23 14:12,10,71.2125,0,0,0
128,2017/9/17 20:06,4,41.2125,0,0,0
136,2017/4/28 4:22,4,48.7125,0,0,0
227,2017/4/11 14:50,7,37.4625,0,0,0
409,2017/11/28 22:34,5,18.7125,0,0,0
477,2017/1/18 16:02,9,63.7125,2.93,0,-2.93
334,2017/2/8 1:16,5,89.9625,4.07,0,0
412,2017/1/26 14:17,2,22.4625,0,0,0
282,2017/11/6 15:32,9,26.2125,0,0,0
366,2017/11/30 21:05,12,52.425,0,0,0
18,2017/11/15 15:57,30,131.0625,0,0,0
178,2017/4/20 9:08,5,41.0625,0,0,0
21,2017/7/12 4:34,6,67.4625,0,0,0
207,2017/1/11 4:37,4,63.7125,0,0,0
373,2017/7/18 18:01,10,71.2125,0,0,0
64,2017/1/18 19:19,7,56.0625,0,0,0
288,2017/11/3 16:32,3,63.7125,0,0,0
175,2017/11/28 3:40,5,22.4625,0,0,0
353,2017/8/29 14:12,3,41.2125,0,0,0
393,2017/7/5 23:48,9,41.2125,0,0,0
221,2017/10/10 11:29,9,71.2125,0,0,0
434,2017/2/17 6:38,3,29.9625,0,0,0
185,2017/4/22 3:31,8,29.9625,0,0,0
381,2017/5/26 12:12,3,41.2125,0,0,0
415,2017/3/15 1:17,5,33.7125,0,-1,0
292,2017/4/5 0:05,8,29.8125,0,0,0
391,2017/10/14 23:14,9,29.9625,0,0,0
316,2017/10/17 19:53,7,37.4625,0,0,0
402,2017/3/5 15:16,7,74.9625,3.22,0,0
454,2017/6/28 0:01,3,37.425,0,0,0
217,2017/2/12 23:46,1,41.2125,0,0,0
244,2017/7/7 19:31,6,59.9625,0,0,0
230,2017/1/9 4:18,4,50.9625,0,0,0
88,2017/2/21 23:13,4,59.8125,0,0,0
